user_id,joke_id,rating
91,99,-2.97
111,99,0.0
85,99,-8.66
113,99,2.93
77,99,1.77
75,99,0.95
87,99,-5.43
96,99,5.98
85,99,-4.67
29,99,-10.0
10,99,-9.39
136,99,-4.72
38,99,0.0
57,99,4.88
96,99,0.0
57,99,-10.0
25,99,-2.11
18,99,0.0
16,99,8.74
79,99,-9.51
78,99,-5.24
33,99,-7.76
27,99,-9.8
127,99,-6.54
105,99,-10.0
72,99,1.67
122,99,0.0
32,99,-9.13
67,99,-10.0
15,99,-7.97
77,99,-10.0
27,99,-5.93
66,99,2.52
89,99,0.0
75,99,0.0
16,99,-9.23
14,99,2.14
55,99,2.2
121,99,0.0
126,99,3.05
37,99,-2.72
116,99,7.09
39,99,-5.4
115,99,-3.13
120,99,5.85
111,99,-3.29
88,99,5.49
35,99,-6.06
93,99,-6.59
88,99,0.0
60,99,0.0
63,99,0.0
82,99,3.25
84,99,1.02
66,99,0.0
94,99,9.84
100,99,-7.52
86,99,1.61
47,99,4.82
28,99,-10.0
52,99,-6.14
68,99,-9.43
56,99,-4.8
45,99,0.0
80,99,-6.28
109,99,4.68
28,99,-6.22
71,99,0.0
54,99,-4.01
29,99,1.18
115,99,-10.0
58,99,-10.0
85,99,-7.56
107,99,-5.24
69,99,-8.64
45,99,0.0
82,99,0.0
86,99,3.54
26,99,0.73
55,99,-2.28
91,99,0.35
99,99,6.24
10,99,-4.13
64,99,-7.87
81,99,7.89
30,99,-9.65
13,99,2.07
65,99,-9.51
109,99,-10.0
38,99,-5.28
126,99,-3.97
50,99,-1.34
16,99,-5.39
12,99,2.66
97,99,0.0
21,99,-8.44
74,99,-8.68
11,99,-7.85
109,99,-10.0
125,99,2.72
80,99,-9.27
47,99,-7.6
29,99,0.0
24,99,6.59
31,99,2.44
116,99,2.07
85,99,0.0
95,99,4.39
33,99,1.91
25,99,-7.87
9,99,-3.07
110,99,-5.28
81,99,3.98
74,99,5.05
28,99,5.91
19,99,3.48
12,99,-7.87
77,99,0.0
98,99,0.0
43,99,-10.0
72,99,-8.05
68,99,-6.83
126,99,10.0
31,99,0.0
136,99,1.87
39,99,5.6
123,99,1.89
86,99,0.0
26,99,-9.74
113,99,5.55
87,99,-6.61
59,99,1.63
64,99,-6.99
116,99,0.0
53,99,0.0
52,99,2.36
115,99,2.25
90,99,-10.0
19,99,10.0
125,99,0.0
22,99,-10.0
127,99,10.0
71,99,0.0
103,99,9.23
105,99,10.0
47,99,0.0
124,99,4.53
118,99,0.0
108,99,-2.48
23,99,3.46
121,99,0.0
29,99,-10.0
109,99,0.0
76,99,3.09
5,99,-2.54
122,99,-6.59
24,99,0.0
79,99,2.57
98,99,-4.27
102,99,0.0
19,99,1.95
136,99,0.0
58,99,-5.67
102,99,1.3
100,99,-9.08
57,99,2.24
37,99,10.0
136,99,0.0
81,99,0.0
37,99,2.05
113,99,0.0
97,99,4.23
70,99,-3.33
51,99,8.46
50,99,-8.78
52,99,4.39
80,99,-10.0
30,99,-2.02
21,99,0.0
29,99,-6.3
83,99,-6.59
30,99,0.0
94,99,0.0
122,99,-2.01
112,99,-1.69
122,99,2.52
58,99,-4.96
41,99,-4.45
50,99,4.43
99,99,4.41
47,99,-4.55
85,99,7.86
102,99,-9.13
45,99,3.86
38,99,-1.87
92,99,-9.19
22,99,-7.02
17,99,-10.0
14,99,-5.04
116,99,-1.42
99,99,0.0
15,99,-9.74
93,99,2.98
46,99,4.23
60,99,-9.31
80,99,-0.26
49,99,-0.62
13,99,-9.72
49,99,0.0
94,99,0.0
122,99,2.68
42,99,1.1
75,99,2.7
104,99,-9.47
85,99,6.18
108,99,0.0
73,99,10.0
91,99,0.0
31,99,0.0
50,99,3.95
37,99,5.49
65,99,0.0
114,99,8.66
92,99,-3.39
40,99,1.75
15,99,-10.0
17,99,6.81
80,99,5.66
21,99,7.93
35,99,1.65
116,99,0.0
55,99,-3.41
35,99,10.0
7,99,-9.02
124,99,-4.39
58,99,-3.13
120,99,-2.2
35,99,0.0
105,99,9.77
25,99,-8.46
69,99,-9.63
15,99,-3.17
38,99,0.0
120,99,5.35
82,99,7.36
79,99,1.79
54,99,0.0
43,99,-4.11
47,99,-6.02
12,99,-10.0
21,99,5.74
15,99,2.6
61,99,-9.31
67,99,-6.99
21,99,0.47
107,99,0.0
49,99,-5.73
15,99,-10.0
72,99,0.98
81,99,0.85
120,99,-9.72
12,99,4.29
20,99,2.68
117,99,10.0
41,99,-3.82
13,99,-10.0
119,99,0.0
41,99,3.94
9,99,-10.0
29,99,4.07
97,99,1.38
80,99,9.84
64,99,5.53
24,99,-2.8
67,99,-6.77
114,99,-1.75
36,99,2.52
55,99,-5.89
106,99,0.59
23,99,-6.54
24,99,0.0
61,99,0.65
39,99,-4.8
18,99,-6.58
56,99,1.18
125,99,5.77
74,99,-7.28
46,99,-6.99
43,99,-3.29
19,99,-10.0
28,99,-10.0
113,99,2.52
114,99,0.0
72,99,2.46
123,99,-9.97
56,99,6.1
12,99,-10.0
69,99,0.0
28,99,0.0
16,99,6.85
35,99,-6.54
78,99,1.49
59,99,-1.97
28,99,2.49
85,99,0.0
92,99,-10.0
39,99,5.89
113,99,-7.01
19,99,0.0
62,99,0.0
52,99,-4.39
78,99,-5.98
17,99,-10.0
19,99,-5.69
49,99,-10.0
55,99,0.0
45,99,0.0
69,99,-2.7
24,99,3.78
101,99,-10.0
51,99,-6.91
98,99,-2.65
108,99,-9.02
57,99,-10.0
69,99,-2.44
31,99,0.46
110,99,-3.16
53,99,-10.0
67,99,-9.12
47,99,10.0
15,99,-10.0
44,99,-9.88
95,99,-4.52
56,99,-7.56
123,99,0.0
73,99,0.0
99,99,-9.67
51,99,-5.43
115,99,2.57
109,99,-5.1
55,99,4.56
90,99,-8.17
108,99,-2.48
82,99,-5.37
92,99,0.0
107,99,0.0
11,99,-9.61
99,99,0.0
118,99,0.0
136,99,-9.36
127,99,0.0
49,99,1.34
54,99,0.0
22,99,-9.02
103,99,1.51
53,99,0.0
63,99,6.85
50,99,-9.19
19,99,-4.02
14,99,-10.0
110,99,-2.48
15,99,10.0
36,99,-6.42
49,99,-3.09
129,99,0.0
49,99,-7.52
54,99,-1.59
34,99,-5.85
23,99,4.19
32,99,6.15
11,99,-3.37
36,99,2.56
16,99,-9.96
36,99,-0.5
24,99,-8.14
48,99,-10.0
100,99,0.0
74,99,-10.0
53,99,-7.86
22,99,2.21
46,99,-9.07
23,99,0.0
50,99,0.0
84,99,9.47
68,99,0.51
58,99,4.96
45,99,10.0
13,99,3.32
45,99,-7.52
29,99,2.97
45,99,-7.09
121,99,2.64
97,99,-3.05
35,99,-10.0
31,99,0.0
10,99,-5.54
55,99,0.0
33,99,-10.0
25,99,3.22
27,99,-7.6
15,99,-7.02
114,99,-3.78
109,99,-1.99
65,99,2.44
83,99,6.2
58,99,-3.51
23,99,1.3
110,99,-3.74
56,99,10.0
50,99,-6.41
60,99,-9.4
23,99,-10.0
47,99,4.08
98,99,-0.24
56,99,0.0
22,99,3.06
91,99,-5.69
20,99,-10.0
91,99,0.73
89,99,10.0
59,99,-10.0
125,99,-10.0
83,99,5.19
51,99,3.64
50,99,-4.59
112,99,-9.65
75,99,-5.77
17,99,-9.6
45,99,-4.96
34,99,-8.39
67,99,8.88
121,99,-3.35
42,99,-4.45
18,99,-2.94
84,99,-7.45
33,99,10.0
48,99,-8.89
79,99,-10.0
58,99,4.47
52,99,-5.85
110,99,2.85
46,99,-6.79
44,99,4.59
31,99,-10.0
31,99,-10.0
28,99,-6.34
55,99,1.71
68,99,-2.36
120,99,0.0
130,99,-2.85
61,99,3.17
82,99,-3.5
91,99,10.0
68,99,-8.01
63,99,-4.43
78,99,0.0
104,99,-0.98
89,99,0.0
108,99,-6.24
36,99,0.0
94,99,-6.02
36,99,-3.25
43,99,1.18
72,99,-6.14
36,99,5.53
62,99,-7.24
67,99,1.83
86,99,1.18
40,99,-1.46
119,99,7.89
35,99,-9.88
91,99,9.11
107,99,0.0
19,99,-8.54
32,99,-9.76
58,99,-0.89
55,99,-10.0
40,99,-10.0
95,99,-5.04
70,99,5.22
51,99,-9.8
68,99,-7.2
91,99,-1.91
85,99,-3.82
75,99,-1.17
31,99,-9.78
87,99,-6.74
31,99,2.09
96,99,-1.02
29,99,-10.0
10,99,-9.72
136,99,-3.59
96,99,0.0
57,99,-5.77
16,99,-8.54
79,99,0.0
33,99,-10.0
27,99,-10.0
48,99,6.54
127,99,-7.15
105,99,9.39
32,99,-4.64
67,99,-10.0
77,99,-10.0
27,99,2.36
89,99,0.77
75,99,2.15
16,99,-8.33
14,99,-5.25
60,99,4.66
121,99,0.0
126,99,2.56
37,99,4.55
116,99,1.89
39,99,-6.53
115,99,-4.31
120,99,1.59
88,99,-5.0
35,99,-7.32
93,99,-7.68
60,99,-6.87
112,99,0.0
82,99,2.36
66,99,6.4
94,99,-9.39
100,99,-10.0
86,99,-9.44
44,99,-1.42
28,99,-10.0
52,99,-4.67
68,99,-7.93
56,99,-3.74
45,99,0.0
80,99,-6.57
25,99,-10.0
109,99,-8.94
28,99,-10.0
96,99,0.49
71,99,-3.05
54,99,-4.72
29,99,-4.07
115,99,1.91
58,99,-6.08
85,99,0.61
107,99,-6.91
15,99,-1.38
69,99,-4.76
82,99,0.0
86,99,-2.76
64,99,-10.0
81,99,6.71
30,99,-9.61
52,99,-7.7
13,99,-9.67
65,99,-9.43
109,99,-10.0
38,99,-9.76
126,99,-2.08
16,99,9.65
12,99,9.89
97,99,-7.63
74,99,-10.0
11,99,-8.86
109,99,-10.0
125,99,0.0
23,99,-4.65
80,99,2.17
56,99,-8.19
47,99,8.66
97,99,0.0
14,99,0.0
49,99,0.0
58,99,9.72
95,99,-10.0
33,99,-10.0
25,99,0.0
110,99,0.0
81,99,-7.33
44,99,-6.75
74,99,0.0
28,99,4.04
19,99,4.49
126,99,4.07
98,99,-3.98
43,99,0.89
72,99,-6.22
31,99,-3.82
136,99,-2.32
123,99,-7.78
26,99,-2.99
113,99,0.63
87,99,-6.81
59,99,5.16
64,99,5.0
27,99,-6.34
116,99,-5.2
53,99,-5.37
52,99,-4.47
115,99,7.27
90,99,10.0
19,99,10.0
125,99,0.0
22,99,-10.0
127,99,0.0
103,99,5.14
124,99,2.66
118,99,0.0
108,99,-1.99
23,99,-10.0
29,99,-9.47
12,99,-8.86
76,99,-5.98
122,99,0.49
79,99,-7.92
7,99,-10.0
98,99,0.0
102,99,0.0
136,99,0.0
66,99,0.0
96,99,0.0
58,99,5.67
102,99,-10.0
100,99,-6.52
65,99,-3.73
130,99,0.0
136,99,0.0
12,99,-8.41
25,99,-4.47
78,99,0.0
81,99,0.0
97,99,-10.0
66,99,7.24
18,99,3.65
50,99,0.0
52,99,-4.27
80,99,-10.0
29,99,-8.41
94,99,-10.0
122,99,-1.12
112,99,-2.74
122,99,0.0
41,99,-3.48
99,99,5.59
85,99,0.0
39,99,-1.95
117,99,0.0
102,99,-4.09
100,99,0.0
45,99,-9.8
38,99,-7.56
92,99,-9.27
22,99,-5.59
105,99,2.15
116,99,2.32
38,99,-7.56
15,99,4.78
60,99,0.0
49,99,-1.63
13,99,-9.19
49,99,0.0
94,99,2.85
122,99,-0.73
75,99,2.38
104,99,-8.46
108,99,0.0
73,99,2.54
50,99,-8.99
65,99,-5.63
114,99,7.2
92,99,-3.48
15,99,-10.0
80,99,0.0
55,99,-5.0
35,99,10.0
45,99,0.0
124,99,-4.39
58,99,-3.9
120,99,1.06
105,99,-3.56
25,99,-6.75
69,99,0.41
7,99,-10.0
120,99,-4.86
108,99,-6.42
85,99,-7.05
48,99,-1.9
8,99,-9.72
79,99,0.41
54,99,-9.98
43,99,-5.89
47,99,-6.63
87,99,4.93
15,99,-9.67
61,99,-5.85
67,99,-8.98
21,99,-4.17
107,99,0.0
49,99,-5.69
15,99,0.0
72,99,-1.34
81,99,2.15
120,99,-6.59
12,99,0.0
67,99,1.02
117,99,0.0
41,99,-2.87
13,99,-10.0
7,99,-9.37
119,99,-6.46
41,99,-10.0
14,99,0.0
9,99,6.34
97,99,-7.28
13,99,6.83
80,99,-7.89
64,99,-4.15
24,99,-3.09
81,99,0.0
67,99,-5.59
36,99,-6.95
106,99,-6.28
63,99,-3.21
23,99,-20.0
121,99,0.0
61,99,-9.55
96,99,-9.67
18,99,-10.0
56,99,-4.43
125,99,0.0
74,99,-3.37
46,99,-4.67
42,99,0.0
43,99,0.0
19,99,-6.14
67,99,0.0
28,99,-9.67
113,99,-3.74
114,99,0.0
72,99,7.83
123,99,-9.66
56,99,-3.74
68,99,-4.24
12,99,-10.0
69,99,0.0
78,99,0.0
44,99,0.0
59,99,-10.0
70,99,-7.31
103,99,0.0
28,99,-10.0
85,99,0.0
58,99,-4.27
48,99,0.0
92,99,-10.0
39,99,0.0
113,99,3.66
19,99,-10.0
62,99,0.0
45,99,9.72
52,99,-6.52
78,99,0.0
17,99,-10.0
19,99,5.81
49,99,-10.0
45,99,-3.71
69,99,-6.7
24,99,-3.37
101,99,-9.1
51,99,6.5
98,99,-9.64
108,99,-8.5
28,99,0.0
57,99,-10.0
69,99,1.46
101,99,6.06
8,99,-10.0
110,99,-4.27
53,99,3.11
67,99,-9.96
15,99,-10.0
44,99,-10.0
95,99,-4.88
17,99,6.5
56,99,0.0
16,99,-2.36
99,99,-9.15
51,99,2.38
56,99,0.0
115,99,10.0
109,99,-5.75
73,99,2.44
90,99,-7.6
108,99,-9.43
82,99,0.0
92,99,-9.21
44,99,-9.05
107,99,0.0
11,99,-9.72
118,99,0.0
136,99,-9.57
114,99,4.43
127,99,3.33
54,99,0.0
31,99,-3.66
22,99,-8.74
53,99,-0.08
50,99,-5.2
14,99,-10.0
110,99,-5.34
71,99,0.0
15,99,10.0
25,99,-9.76
36,99,4.11
69,99,0.0
129,99,0.0
49,99,-9.76
54,99,-3.66
34,99,0.0
32,99,3.25
13,99,-9.59
16,99,-10.0
36,99,4.37
24,99,-7.33
48,99,-4.72
100,99,0.0
74,99,0.0
53,99,-4.22
22,99,-10.0
46,99,-10.0
23,99,0.0
50,99,-9.43
84,99,-9.05
68,99,1.69
58,99,6.99
45,99,-10.0
13,99,3.73
45,99,-6.67
29,99,2.32
45,99,-8.09
121,99,-2.36
35,99,-10.0
82,99,0.0
55,99,10.0
33,99,3.19
25,99,-7.03
33,99,0.0
27,99,-6.99
15,99,-10.0
114,99,-3.98
109,99,-2.56
65,99,6.79
83,99,-4.24
58,99,-6.8
13,99,-4.86
23,99,-3.87
110,99,-2.28
56,99,-10.0
50,99,0.0
60,99,-8.16
23,99,10.0
25,99,-9.61
56,99,-7.93
75,99,-2.64
91,99,-3.25
20,99,-10.0
91,99,0.0
42,99,-10.0
17,99,-10.0
59,99,0.05
125,99,10.0
102,99,0.0
83,99,-7.45
51,99,-6.48
50,99,-4.51
112,99,-7.26
34,99,1.71
100,99,5.75
121,99,4.21
42,99,-5.91
84,99,3.69
33,99,-10.0
79,99,1.28
58,99,-8.65
44,99,-10.0
31,99,-10.0
108,99,8.29
31,99,-4.26
68,99,-3.05
120,99,0.0
130,99,-2.89
72,99,0.0
68,99,-9.19
63,99,-6.3
104,99,-0.73
89,99,10.0
36,99,-5.44
116,99,0.0
61,99,0.77
36,99,7.24
47,99,-2.03
72,99,0.0
57,99,-2.8
40,99,1.95
119,99,4.47
35,99,-10.0
91,99,-2.48
107,99,-9.02
55,99,-9.96
95,99,-4.26
51,99,-4.88
68,99,-9.67
64,99,-5.08
91,99,-3.86
79,99,5.66
87,99,-3.41
85,99,0.0
22,99,0.0
87,99,-7.33
96,99,0.0
29,99,-10.0
136,99,-7.21
96,99,0.0
57,99,-4.55
79,99,-9.27
78,99,0.0
33,99,-6.18
127,99,-9.11
19,99,-10.0
105,99,-10.0
122,99,5.1
32,99,0.0
67,99,-10.0
89,99,-1.26
75,99,0.0
126,99,-4.02
37,99,-2.68
116,99,-5.75
39,99,-9.63
115,99,-6.1
35,99,-5.37
93,99,-9.27
60,99,-9.11
11,99,-3.74
63,99,0.0
82,99,-6.46
66,99,-3.48
94,99,-10.0
100,99,0.0
86,99,-9.28
28,99,0.0
52,99,-7.89
68,99,-9.59
56,99,-5.0
80,99,-9.33
25,99,-10.0
109,99,-9.83
28,99,-10.0
32,99,-7.8
71,99,0.0
106,99,0.0
54,99,-8.23
115,99,0.0
58,99,-5.43
85,99,-8.74
107,99,-9.59
69,99,-8.96
82,99,-7.66
86,99,-3.74
81,99,-4.63
52,99,-6.36
65,99,-9.51
109,99,0.0
38,99,3.13
126,99,-2.54
12,99,3.56
33,99,-10.0
97,99,-7.39
26,99,0.0
74,99,9.45
109,99,5.57
125,99,1.18
55,99,-10.0
63,99,0.0
80,99,-9.01
47,99,2.48
65,99,-7.44
95,99,-5.12
33,99,3.05
25,99,-8.31
110,99,0.0
81,99,-5.73
74,99,-6.33
126,99,0.98
98,99,-10.0
43,99,3.7
72,99,-5.81
68,99,0.0
126,99,0.0
104,99,0.0
31,99,-7.97
136,99,-5.28
123,99,0.0
113,99,2.3
87,99,-6.32
59,99,0.0
116,99,0.0
115,99,-5.41
90,99,-10.0
19,99,10.0
125,99,0.0
22,99,-10.0
55,99,-0.53
103,99,-10.0
105,99,10.0
124,99,7.99
105,99,-2.54
23,99,6.5
29,99,-5.45
122,99,4.84
98,99,-3.62
89,99,4.84
136,99,-9.43
58,99,6.88
102,99,3.82
100,99,-6.52
45,99,0.0
130,99,0.0
136,99,0.0
81,99,-5.89
97,99,-9.59
59,99,10.0
51,99,6.1
52,99,-10.0
80,99,-10.0
71,99,-7.93
29,99,-7.52
94,99,0.0
122,99,-1.2
112,99,-1.97
122,99,0.0
41,99,0.0
99,99,0.0
51,99,2.07
85,99,0.0
102,99,-2.26
45,99,2.6
97,99,-1.4
38,99,-1.3
92,99,-8.74
105,99,0.0
116,99,2.16
54,99,0.0
13,99,-9.51
49,99,0.0
122,99,0.2
75,99,3.8
104,99,-8.21
85,99,3.86
73,99,-9.65
58,99,-3.71
114,99,8.82
92,99,2.3
80,99,0.0
55,99,-0.93
35,99,10.0
124,99,0.0
120,99,0.69
101,99,-0.44
96,99,0.0
105,99,-9.59
69,99,-9.15
120,99,3.84
11,99,0.0
85,99,8.8
79,99,1.02
43,99,-5.98
47,99,-3.9
87,99,0.0
15,99,-6.83
67,99,-7.32
45,99,0.0
49,99,-6.02
15,99,-4.29
81,99,1.22
120,99,-9.55
37,99,4.35
12,99,0.0
67,99,-2.24
117,99,-10.0
41,99,-8.81
13,99,-10.0
119,99,-4.43
41,99,-10.0
14,99,0.0
97,99,-0.12
52,99,0.0
67,99,-5.4
114,99,-2.2
36,99,2.56
55,99,-3.77
87,99,0.0
35,99,-1.5
125,99,-8.13
74,99,-9.23
46,99,-9.47
90,99,0.0
43,99,0.0
28,99,-10.0
113,99,-3.09
114,99,2.32
72,99,-6.97
123,99,-9.74
56,99,1.2
68,99,-4.36
69,99,0.0
78,99,-3.76
110,99,-5.49
103,99,0.0
92,99,-10.0
62,99,2.81
52,99,-10.0
78,99,-1.59
17,99,-10.0
49,99,-10.0
69,99,-4.18
24,99,-3.25
101,99,-9.36
51,99,-9.8
98,99,1.48
108,99,-5.0
31,99,0.0
39,99,-7.81
57,99,-10.0
110,99,-1.48
53,99,-6.73
67,99,4.18
15,99,-7.72
44,99,2.07
95,99,-5.33
56,99,0.0
123,99,0.0
99,99,-9.59
26,99,0.0
49,99,2.2
115,99,-10.0
109,99,-5.66
50,99,0.0
108,99,-1.87
82,99,0.0
92,99,0.0
107,99,-10.0
118,99,0.0
136,99,-9.28
127,99,0.0
49,99,2.36
54,99,-6.59
103,99,1.16
14,99,-10.0
110,99,-4.55
127,99,0.0
16,99,-9.27
15,99,10.0
49,99,0.0
129,99,0.0
49,99,-9.72
34,99,0.0
115,99,0.0
36,99,1.83
16,99,-9.31
36,99,-10.0
48,99,-10.0
100,99,0.0
45,99,0.0
74,99,-10.0
53,99,-8.54
46,99,1.83
27,99,-6.26
50,99,-10.0
84,99,-8.87
68,99,-3.48
58,99,-3.58
45,99,-10.0
45,99,-6.15
45,99,0.0
121,99,5.2
35,99,-9.58
20,99,1.24
62,99,-4.29
25,99,-6.1
15,99,-9.1
114,99,0.0
109,99,-9.43
83,99,-10.0
58,99,-6.89
23,99,2.57
110,99,-8.33
56,99,-8.94
60,99,-9.79
23,99,-10.0
56,99,8.21
20,99,-10.0
91,99,3.32
89,99,5.72
59,99,-3.95
125,99,-10.0
51,99,-9.61
50,99,-9.07
112,99,7.83
34,99,3.56
121,99,1.36
42,99,-4.04
33,99,10.0
79,99,0.0
32,99,3.98
58,99,-10.0
52,99,0.0
44,99,-7.89
31,99,-10.0
31,99,-2.06
68,99,1.87
130,99,-2.36
20,99,-3.25
107,99,1.54
56,99,2.07
68,99,-7.89
63,99,-6.95
38,99,-6.02
72,99,-5.04
62,99,-7.85
35,99,-10.0
47,99,-4.11
107,99,2.36
95,99,-5.51
68,99,-9.23
87,99,-9.15
87,99,0.0
85,99,-8.94
87,99,-7.8
96,99,0.0
136,99,-8.46
38,99,-5.67
57,99,0.0
79,99,-9.47
86,99,0.0
127,99,-7.15
105,99,-9.43
72,99,-4.23
122,99,0.0
32,99,-3.06
67,99,-10.0
77,99,8.17
89,99,2.24
75,99,3.09
60,99,0.0
56,99,0.0
126,99,-5.57
37,99,-2.89
116,99,6.12
81,99,0.0
115,99,0.0
120,99,0.85
111,99,0.0
88,99,5.65
35,99,1.83
93,99,2.72
77,99,0.0
60,99,-9.31
82,99,5.16
65,99,6.73
66,99,-5.87
94,99,1.14
100,99,2.03
86,99,-9.53
52,99,1.71
68,99,5.81
61,99,0.0
80,99,-1.89
109,99,5.82
28,99,-10.0
96,99,0.24
106,99,0.0
54,99,-3.93
115,99,-10.0
58,99,2.83
85,99,-5.37
107,99,-7.85
82,99,1.81
86,99,-1.59
18,99,-9.88
60,99,7.2
52,99,-1.89
65,99,-9.67
109,99,-10.0
126,99,1.26
97,99,-1.39
74,99,-10.0
109,99,2.56
125,99,0.0
80,99,0.0
116,99,0.0
43,99,-0.61
95,99,-10.0
70,99,4.19
110,99,0.0
81,99,9.57
